,,,Personal income in Australia - year ended 30 June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross capital gains - year ended 30 June,,,,Selected Government pensions and allowances - at 30 June,,,Total personal income (weekly) - Persons aged 15 years and over - Census,,,,,,,,Equivalised total household income (weekly) - Census,,,,,,,,
Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - p80/P20 ratio,Total income (excl. Government pensions and allowances) - p80/P50 ratio,Total income (excl. Government pensions and allowances) - p20/P50 ratio,Total income (excl. Government pensions and allowances) - p10/P50 ratio,Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners,Total income (excl. Government pensions and allowances) - income share of top 5% of earners,Total income (excl. Government pensions and allowances) - income share of top 10% of earners,Total income (excl. Government pensions and allowances) - lowest Quartile (%),Total income (excl. Government pensions and allowances) - second Quartile (%),Total income (excl. Government pensions and allowances) - third Quartile (%),Total income (excl. Government pensions and allowances) - highest Quartile (%),Persons who reported gross capital gains (no.),Total value of gross capital gains ($m),Median value of gross capital gains ($),Mean value of gross capital gains ($),Age pension - Department of Veterans' Affairs (no.),Service pension - Department of Veterans' Affairs (no.),Income support supplement - Department of Veterans' Affairs (no.),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Partial income stated (%),All incomes not stated (%)
41830,Flinders Ranges,2019,761,44,39.7,45111,52109,77.1,183,51,2.7,6400,14584,8.2,619,51,3.4,137,5486,11.5,30,65,1.1,26401,36222,2.7,837,48,44.9,45786,53620,5.85,1.93,0.33,0.11,0.447,4.3,16,27,30.1,24.8,22.9,22.2,-,-,-,-,-,19,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges,2020,817,46,43,44302,52692,71.6,243,55,1.5,1678,6241,9.8,652,52,3.8,161,5851,14.3,46,59,1,11521,21497,3.4,915,51,46.8,44266,51146,7.7,2,0.26,0.06,0.485,4.7,16.2,27.8,32.1,24.9,22.7,20.3,77,0.9,2474,12313,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,2.9,3451,32187,-,15,-,30.8,23.5,22,4.8,1.6,4.7,0.9,11.9,736,26.7,26.2,27.1,3.9,1.5,1.6,9.5,3.9
41830,Flinders Ranges,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,2.4,4387,24026,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,593,-,-,-,-,-,-,-,-
41960,Franklin Harbour,2016,522,45,26.9,40040,51458,64.6,223,53,7.6,17231,33912,21.2,491,47,30.7,108,3943,9.9,21,58,0.6,13170,29022,1.8,669,48,38.5,39352,57577,6.34,2.4,0.38,0.13,0.517,8.8,22.2,34.2,28.8,28.5,17.6,25.1,-,-,-,-,-,-,-,36,26.7,13.9,3.8,1.4,5.2,0.6,13.2,668,30.6,33.5,20.5,3.9,0.8,0.6,6.4,2.5
41960,Franklin Harbour,2017,502,45,25.6,40860,50990,63.1,233,54,8.4,14532,35856,20,506,51,3.5,399,6854,14.8,18,58,0.3,9872,18835,1.6,676,49,36.8,40036,54455,7.22,2.18,0.3,0.1,0.534,7.3,22.2,34.5,29.8,28.6,19.7,21.9,-,-,-,-,-,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour,2018,510,46,25.1,40942,49191,64.7,224,53,5.5,11648,24627,16.8,498,51,3.6,326,7305,16.5,20,59,0.4,9848,20335,1.7,663,49,33.5,40195,50554,6.66,2.08,0.31,0.08,0.508,5.8,19.9,31.8,29,31.7,19.8,19.5,-,-,-,-,-,12,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour,2019,488,45,25.5,44414,52330,70.3,165,53,3.2,6239,19093,11.9,431,50,3.5,231,8157,13.9,17,58,0.3,10000,17536,1.8,598,48,31.7,44085,53076,7.3,2,0.27,0.06,0.546,4.6,19.9,32.3,30.4,25.7,22.5,21.3,-,-,-,-,-,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour,2020,533,45,28.7,47681,53877,67.9,227,54,2.8,1343,12349,14.1,483,52,3.9,239,8095,15.3,16,57,0.6,24297,36601,1.5,682,51,35.3,42929,51723,9.07,2.05,0.23,0.05,0.564,7,20.6,32.9,33.3,26.1,20.9,19.7,46,2.3,1831,49589,-,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,3.2,4544,47925,-,11,-,28.4,25.5,20.3,4.1,2.6,5,0.9,12.8,791,23.6,32.5,21.7,5.9,2.4,2,9.3,3
41960,Franklin Harbour,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,5.5,13124,65566,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,653,-,-,-,-,-,-,-,-
42030,Gawler,2016,10922,41,566.5,47664,51872,78.7,1486,49,34.1,13192,22944,7.1,7784,52,10.9,308,7454,15.8,671,61,19.4,23887,28926,3.6,12112,44,622.8,45953,51423,4.05,1.67,0.41,0.18,0.405,5,15.8,26.2,23.6,28.3,29.9,18.2,-,-,-,-,-,-,-,34.3,26,21,2.9,0.8,6.9,0.5,7.7,722,27.2,33.8,25.7,2.5,0.7,0.9,6.7,2.6
42030,Gawler,2017,11200,40,595.1,48592,53130,79.5,1451,49,32.8,12994,22628,6.7,7905,47,31.1,88,3939,9.6,682,61,19,23162,27818,3.5,12409,44,655.3,47149,52806,4.08,1.68,0.41,0.18,0.404,5.1,15.9,26.2,23.3,28.1,29.6,19,-,-,-,-,5,221,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler,2018,11526,40,632.8,50344,54902,80.2,1476,49,34,13221,23064,6.4,8003,47,33.6,88,4202,9.2,680,63,21.5,25143,31577,3.7,12704,44,694.6,48960,54677,3.96,1.68,0.42,0.19,0.4,5.1,15.7,25.9,22.5,28.4,29.6,19.5,-,-,-,-,7,205,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler,2019,11742,40,655.8,51725,55855,80.5,1476,49,34.2,12587,23148,6.2,8135,47,38.4,81,4715,9.3,642,63,19.9,25724,31001,3.4,12987,43,724.7,50477,55799,3.93,1.66,0.42,0.19,0.396,5.1,15.6,25.7,22.8,28.2,30.2,18.8,-,-,-,-,5,196,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler,2020,12043,40,691.7,52925,57435,80.4,1509,50,32,10883,21239,6.1,8097,47,37.8,59,4666,9.3,656,63,20.4,26642,31170,3.5,13287,43,755.1,51409,56828,3.93,1.67,0.42,0.18,0.396,4.7,15.3,25.5,22.6,28.3,30.2,18.9,644,23.8,1972,37004,5,179,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,925,22.4,2303,24170,7,172,49,28.4,25.7,26.6,5,1.7,6.5,0.6,5.6,873,20.3,32.6,32.3,5.5,1.2,1.3,5,1.8
42030,Gawler,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1165,34,3119,29203,5,177,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42110,Goyder,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,529,-,-,-,-,-,-,-,-
42110,Goyder,2016,1512,45,62.6,37161,41376,59.5,750,53,17.8,10698,23761,21.1,1465,48,24.3,307,10630,12.3,84,60,1.9,20099,22281,2.4,1959,50,90,37626,45952,5.85,1.84,0.31,0.09,0.491,7.4,20.9,32.2,32,29.4,23.7,14.8,-,-,-,-,-,-,-,40.2,24.7,15.6,1.6,1.1,6.5,0.7,9.8,595,35.7,32.3,17,1.6,1,1.8,7.7,2.9
42110,Goyder,2017,1567,44,66.2,38784,42250,59.5,797,54,23.4,14763,29316,21.4,1576,52,11.1,255,7034,15.8,78,59,2.2,23591,28612,2.2,2102,49,101.6,39496,48341,6.19,1.87,0.3,0.08,0.499,8.2,21.3,32.6,32.4,28.2,23.4,15.9,-,-,-,-,-,25,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42110,Goyder,2018,1564,44,68,39908,43488,61,781,55,26.8,14498,34313,20.7,1573,52,14.9,298,9478,16,65,59,1.5,14093,22996,1.7,2117,50,108.5,40778,51266,5.94,1.86,0.31,0.08,0.517,10.9,24,34.9,31.5,28.4,23.7,16.4,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42110,Goyder,2019,1489,44,65.5,40030,43991,63.7,606,54,9.9,5965,16364,14.8,1426,52,10.5,273,7330,16.6,67,59,1.7,14646,25621,2.3,1926,50,85.6,37298,44461,7.58,1.91,0.25,0.05,0.522,7.9,20.6,32.1,36,27.8,23.5,12.6,-,-,-,-,-,19,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42110,Goyder,2020,1578,44,73,42202,46278,61.3,724,55,6.4,3904,8781,14.5,1549,53,11.3,272,7322,20.4,83,59,1.7,10000,20603,2.3,2135,50,89.8,35783,42037,9.96,1.98,0.2,0.02,0.562,6.8,19.8,32.3,39.1,26,22.9,12,163,5,2895,30864,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42110,Goyder,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156,4.2,3730,26895,-,25,-,38.2,23.6,18.1,2.7,1.2,6.7,1.2,8.2,626,32.3,33.4,20.3,2.5,1.3,2,7.1,1.8
42110,Goyder,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190,9.4,7501,49693,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42250,Grant,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,710,-,-,-,-,-,-,-,-
42250,Grant,2016,2818,41,136.5,42022,48421,70.7,995,51,32.2,12313,32370,15,2289,51,264.9,614,14626,20.7,92,58,2.7,20987,29677,1.5,3370,45,192.7,45901,57179,4.45,1.82,0.41,0.18,0.466,7.7,20.7,31.9,24.8,27,25.9,22.3,-,-,-,-,-,-,-,27.2,25.3,21,3.4,2,5.5,0.7,14.8,834,20.8,33,28.6,3.7,2.4,1.4,7.6,2.7
42250,Grant,2017,3196,42,157.6,44008,49319,69.7,1203,52,36.6,14127,30396,16.1,2773,48,30.1,267,10852,12.3,104,58,3.2,20814,30667,1.5,3929,46,223.3,46743,56845,4.52,1.79,0.4,0.18,0.459,7.8,20.1,30.8,24.6,27.3,26.3,21.8,-,-,-,-,-,47,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42250,Grant,2018,3362,42,172.6,45937,51342,71.1,1245,53,34.1,11595,27367,14.9,2890,49,30.8,259,10665,12.5,97,60,2.5,18360,25917,1.2,4098,47,234.7,49209,57269,4.5,1.74,0.39,0.16,0.451,7.2,19,29.6,24.7,26.1,27.6,21.6,-,-,-,-,-,45,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42250,Grant,2019,3471,42,183.1,46380,52755,72.8,1181,53,36,14631,30470,13.6,2873,49,27.8,230,9684,11.8,108,59,3.9,18665,36485,1.5,4111,46,246.7,50908,60022,4.15,1.75,0.42,0.19,0.439,5.8,18.2,29,22.7,27.9,26.8,22.6,-,-,-,-,-,37,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42250,Grant,2020,3657,42,197.2,48230,53934,72,1279,53,32.6,11261,25521,14.2,2933,50,98,208,33413,12,105,59,3.8,22549,35863,1.4,4320,47,328.5,51280,76042,4.18,1.77,0.42,0.18,0.544,23.2,33.1,42,22.9,28.2,26.9,22,279,16.7,3123,59823,-,32,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42250,Grant,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,369,19.3,3934,52326,-,27,-,20.5,22.9,24.2,6,2.7,5.3,0.6,17.7,993,15.2,29.4,34,7.4,4.1,1.5,6.2,2.2
42250,Grant,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,457,30.6,4619,66888,-,31,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42600,Holdfast Bay,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,829,-,-,-,-,-,-,-,-
42600,Holdfast Bay,2016,18670,42,1181.7,51849,63296,67.5,3046,50,88.3,11880,28992,6.4,18113,53,15.1,449,7888,16.6,1681,67,57.7,29946,34300,4.6,23037,48,1545.5,51006,67089,5.12,1.89,0.37,0.15,0.487,8.8,22.8,34.3,23.8,23.3,24.3,28.7,-,-,-,-,-,-,-,26.1,24.1,25,5.9,4.1,6.1,0.3,8.3,949,17.8,29.1,31.4,8,3.6,1.1,6.9,2.1
42600,Holdfast Bay,2017,18583,42,1193.8,52406,64240,67.1,3040,50,91.8,11388,30202,6.3,18037,51,282.8,580,15677,21.1,1652,67,57.3,30665,34689,4.5,23060,48,1578.6,51481,68454,5.12,1.9,0.37,0.16,0.488,9.2,23.2,34.5,23.6,23.5,24.1,28.8,-,-,-,-,16,256,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42600,Holdfast Bay,2018,18819,42,1248.7,54427,66353,67.8,3057,49,95.7,12704,31292,6.1,18388,51,301.1,565,16375,21,1499,69,55.7,34193,37151,4.3,23639,48,1661.3,53474,70278,5.18,1.9,0.37,0.14,0.488,9.1,22.9,34.3,23.7,23,24.5,28.8,-,-,-,-,9,208,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42600,Holdfast Bay,2019,18829,42,1289.8,56458,68499,67.1,3229,49,98.7,11564,30557,6.4,18480,51,308.3,542,16684,21.1,1488,69,56.2,34145,37797,4.4,23749,48,1710.7,55244,72032,5.17,1.9,0.37,0.15,0.484,8.8,22.6,33.9,23.8,23,24,29.2,-,-,-,-,8,199,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42600,Holdfast Bay,2020,19001,42,1339,57557,70472,67,3263,49,103.3,12092,31663,6.4,18348,51,331.8,534,18085,21.1,1432,70,57.2,35533,39969,4.4,23968,48,1791.6,55780,74748,5.31,1.92,0.36,0.14,0.495,10.2,23.7,35,24,23.2,23.5,29.2,2831,150.8,3232,53266,6,187,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42600,Holdfast Bay,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3561,202,3703,56721,-,163,101,22.5,23.6,27.9,8.8,6.6,5.7,0.4,4.6,1130,13.7,26.7,34.2,11.9,6.5,1.2,4.3,1.5
42600,Holdfast Bay,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4076,220.3,4542,54055,4,161,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42750,Kangaroo Island,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,578,-,-,-,-,-,-,-,-
42750,Kangaroo Island,2016,2064,44,79.1,32632,38325,59.6,999,55,17.9,9388,17908,20.3,1920,51,1.8,645,4519,18.6,99,63,3.2,26167,32289,2.6,2633,50,110.9,34221,42124,5.29,1.85,0.35,0.11,0.489,6.4,19.9,32,33.9,32.3,21.4,12.4,-,-,-,-,-,-,-,34.9,29.4,15.7,1.7,1,4.6,0.7,11.8,636,32.2,34.6,18.6,2.1,1.1,1.4,6.8,3.1
42750,Kangaroo Island,2017,2089,44,82.1,33344,39323,59.9,1027,55,24.4,11728,23735,20.9,1992,54,15.9,358,7969,15.7,119,60,3.5,26208,29711,2.9,2761,50,121.6,35700,44031,5.85,1.93,0.33,0.11,0.491,6.6,19.9,31.8,33.3,31.5,21.3,14,-,-,-,-,-,52,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42750,Kangaroo Island,2018,2135,43,86,33846,40268,61.5,1009,55,25.2,12365,24984,19.9,1916,54,17.1,442,8937,15.4,101,63,2.9,27498,29004,2.4,2783,50,126.5,36571,45451,5.2,1.87,0.36,0.13,0.485,6.2,20,31.9,31.9,33.3,21.3,13.4,-,-,-,-,-,50,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42750,Kangaroo Island,2019,2071,42,84.4,35507,40777,65.1,831,53,24.1,12799,28954,17.6,1757,52,13.6,278,7739,13.8,85,63,2.4,26507,27799,2.3,2522,48,119.9,38459,47555,4.6,1.82,0.4,0.14,0.476,7.8,20.7,31.9,31.7,32.2,23.6,12.5,-,-,-,-,-,50,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42750,Kangaroo Island,2020,2216,43,94.4,36891,42592,61.4,1032,54,19.7,10214,19071,18.7,2020,54,16.4,301,8101,16.4,85,69,2.4,27780,28592,2,2849,50,127.9,38020,44883,5.68,1.85,0.33,0.09,0.504,5.3,19.3,31.3,33.6,32.4,21.6,12.4,235,7.8,5101,33154,-,42,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42750,Kangaroo Island,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263,21.7,6172,82369,-,39,6,29.5,27.5,22.2,3.6,2.2,4.1,0.9,10,782,24.7,32.3,26.6,4.1,2.4,2.1,5.4,2
42750,Kangaroo Island,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,369,28.2,10619,76475,-,39,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43080,Karoonda East Murray,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,513,-,-,-,-,-,-,-,-
43080,Karoonda East Murray,2016,310,42,11.4,31967,36723,49.9,281,54,4,7611,14109,29.7,391,47,3.7,937,8128,21.6,-,-,-,-,-,-,499,49,16.3,27934,32721,9.77,2.09,0.21,0.03,0.607,-,20.6,33.6,44.7,26.9,19.2,9.2,-,-,-,-,-,-,-,42.6,27.1,11.3,1.8,0.6,7.3,1,7.7,543,41.3,32.7,14.1,2.1,1.7,1.7,5.7,2.6
43080,Karoonda East Murray,2017,313,43,12,35630,38352,48.5,286,55,10.4,20374,36532,35.2,419,52,2,392,4736,15,9,59,0.2,8464,20164,0.7,531,50,24.3,37274,45719,6.68,1.94,0.29,0.07,0.521,6.3,21,33.4,33.9,28.1,22.1,15.9,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43080,Karoonda East Murray,2018,344,42,13.5,34656,39147,53,278,56,5.5,11654,19920,28.6,391,53,2,464,5104,17.3,3,64,0.1,16710,23931,0.4,540,50,20.5,32857,38030,10.84,1.99,0.18,0.02,0.587,5.2,19.4,32.4,38.1,28.3,22.1,11.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43080,Karoonda East Murray,2019,346,43,13.5,34271,38915,52.3,271,55,0.6,2763,2379,22.5,400,53,1.9,404,4868,20.2,5,58,0.1,9746,23167,0.8,527,50,15.6,26864,29614,21.99,2.25,0.1,-,0.814,6.2,21.7,36.8,46.4,24.8,20,8.8,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43080,Karoonda East Murray,2020,335,42,13.4,34791,39983,49.6,289,55,0.1,2493,242,26.4,381,54,2,299,5240,20.3,17,59,0.2,6863,13164,1.8,543,51,16,28609,29378,19.85,2.19,0.11,-,0.848,4.8,20.5,36.3,45.6,26.6,19.6,8.3,53,0.4,696,7278,-,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43080,Karoonda East Murray,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,2,5272,41055,-,4,5,38.5,21,16.6,2.3,2,7.2,2.5,11,593,32.7,29.9,20.9,3.5,1,4.8,5,3.5
43080,Karoonda East Murray,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,1,4884,17481,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43220,Kimba,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,646,-,-,-,-,-,-,-,-
43220,Kimba,2016,361,38,14.7,34109,40625,51.1,247,48,9,18835,36623,26.3,450,54,7.7,581,8416,15.4,-,-,-,-,-,-,535,46,26.7,39413,49858,7.19,2.03,0.28,0.04,0.55,5.9,20.5,33.2,31.7,24.6,23.1,20.5,-,-,-,-,-,-,-,28.1,27.7,22.7,3.1,3,4.3,1.5,9.4,774,23.7,34.1,25.4,3.8,3.8,0.8,4.8,4.1
43220,Kimba,2017,374,38,15.4,34192,41309,47.4,296,50,12.3,26316,41412,30.5,535,49,4.9,836,9080,20.8,14,59,0.4,23834,28543,0.8,621,48,32.8,40165,52757,4.87,1.94,0.4,0.1,0.486,6.5,20.7,32.6,26.5,29.4,26.8,17.4,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43220,Kimba,2018,382,39,15.4,33909,40301,50,284,51,10.3,24974,36258,28.4,513,50,4.1,1016,8041,20.5,15,60,0.4,18019,23357,1,604,48,29.6,40059,49073,7.39,1.99,0.27,0.03,0.569,6.3,20.7,34,31.7,26.4,23.8,18.2,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43220,Kimba,2019,345,37,15.4,40449,44611,56.3,200,50,8.9,24444,44433,25.1,416,46,3.3,833,7865,17.6,12,59,0.5,18522,43931,0.8,506,45,27.8,43890,54904,6.51,1.88,0.29,0.07,0.523,7,21.2,33.1,30.4,25.9,24.7,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43220,Kimba,2020,383,37,17.7,43057,46253,52.9,266,51,-4.9,-359,-18292,15.4,498,50,4.2,658,8395,29.8,14,48,0.3,8440,20944,1.3,598,47,16.8,31306,28120,86.37,2.29,0.03,-,1.331,10.1,33.4,53.3,45.9,19.8,22.4,11.9,55,1.2,934,21109,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43220,Kimba,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,1,1382,16499,-,-,-,26.6,26.3,26.8,4.2,2.8,3.9,0.7,9.4,835,21.6,30.5,28.1,2.6,2.9,3.1,8.9,0.8
43220,Kimba,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,5.6,3695,75608,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43360,Kingston (SA),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,563,-,-,-,-,-,-,-,-
